"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
1,"20","turk10-Standard-Inner-Multiple-rep1","20-2",NA,"14","images/filebab6558ba4c4-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
2,"20","turk10-Standard-Inner-Single-rep1","20-2",NA,"14","images/filebab6558ba4c4-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
3,"20","turk10-Standard-Outer-Multiple-rep1","20-2",NA,"5","images/filebab642ee6bbc-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
4,"20","turk10-Standard-Outer-Single-rep1","20-2",NA,"5","images/filebab642ee6bbc-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
5,"20","turk10-Rotated-Inner-Multiple-rep1","20-2",NA,"14","images/filebab653677e4c-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
6,"20","turk10-Rotated-Inner-Single-rep1","20-2",NA,"14","images/filebab653677e4c-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
7,"20","turk10-Rotated-Outer-Single-rep1","20-2",NA,"5","images/filebab62f94da5b-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
8,"20","turk10-Rotated-Outer-Multiple-rep1","20-2",NA,"5","images/filebab62f94da5b-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
9,"20","turk10-Control-Inner-Single-rep1","20-2",NA,"14","images/filebab632e325f8-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
10,"20","turk10-Control-Inner-Multiple-rep1","20-2",NA,"14","images/filebab632e325f8-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
11,"20","turk10-Control-Outer-Multiple-rep1","20-2",NA,"5","images/filebab65ed1d6e1-multiple.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
12,"20","turk10-Control-Outer-Single-rep1","20-2",NA,"5","images/filebab65ed1d6e1-single.svg","turk10",1,"data-1-1-1-20-2-14-5.csv"
13,"30","turk10-Standard-Inner-Multiple-rep1","30-10",NA,"14","images/filebab61ebac1ee-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
14,"30","turk10-Standard-Inner-Single-rep1","30-10",NA,"14","images/filebab61ebac1ee-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
15,"30","turk10-Standard-Outer-Multiple-rep1","30-10",NA,"16","images/filebab677120004-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
16,"30","turk10-Standard-Outer-Single-rep1","30-10",NA,"16","images/filebab677120004-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
17,"30","turk10-Rotated-Inner-Multiple-rep1","30-10",NA,"14","images/filebab622727e69-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
18,"30","turk10-Rotated-Inner-Single-rep1","30-10",NA,"14","images/filebab622727e69-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
19,"30","turk10-Rotated-Outer-Single-rep1","30-10",NA,"16","images/filebab6ac9312a-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
20,"30","turk10-Rotated-Outer-Multiple-rep1","30-10",NA,"16","images/filebab6ac9312a-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
21,"30","turk10-Control-Inner-Single-rep1","30-10",NA,"14","images/filebab63ebf43ae-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
22,"30","turk10-Control-Inner-Multiple-rep1","30-10",NA,"14","images/filebab63ebf43ae-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
23,"30","turk10-Control-Outer-Multiple-rep1","30-10",NA,"16","images/filebab67ef474b0-multiple.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
24,"30","turk10-Control-Outer-Single-rep1","30-10",NA,"16","images/filebab67ef474b0-single.svg","turk10",2,"data-1-1-10-30-10-14-16.csv"
25,"50","turk10-Standard-Inner-Multiple-rep1","50-10",NA,"9","images/filebab6255aada3-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
26,"50","turk10-Standard-Inner-Single-rep1","50-10",NA,"9","images/filebab6255aada3-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
27,"50","turk10-Standard-Outer-Multiple-rep1","50-10",NA,"4","images/filebab6643dbb7d-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
28,"50","turk10-Standard-Outer-Single-rep1","50-10",NA,"4","images/filebab6643dbb7d-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
29,"50","turk10-Rotated-Inner-Multiple-rep1","50-10",NA,"9","images/filebab663190fed-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
30,"50","turk10-Rotated-Inner-Single-rep1","50-10",NA,"9","images/filebab663190fed-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
31,"50","turk10-Rotated-Outer-Single-rep1","50-10",NA,"4","images/filebab6264c36f-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
32,"50","turk10-Rotated-Outer-Multiple-rep1","50-10",NA,"4","images/filebab6264c36f-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
33,"50","turk10-Control-Inner-Single-rep1","50-10",NA,"9","images/filebab610e03ef5-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
34,"50","turk10-Control-Inner-Multiple-rep1","50-10",NA,"9","images/filebab610e03ef5-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
35,"50","turk10-Control-Outer-Multiple-rep1","50-10",NA,"4","images/filebab672454f7a-multiple.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
36,"50","turk10-Control-Outer-Single-rep1","50-10",NA,"4","images/filebab672454f7a-single.svg","turk10",3,"data-1-1-11-50-10-9-4.csv"
37,"75","turk10-Standard-Inner-Multiple-rep1","75-10",NA,"12","images/filebab654b44b6c-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
38,"75","turk10-Standard-Inner-Single-rep1","75-10",NA,"12","images/filebab654b44b6c-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
39,"75","turk10-Standard-Outer-Multiple-rep1","75-10",NA,"19","images/filebab68c3cae6-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
40,"75","turk10-Standard-Outer-Single-rep1","75-10",NA,"19","images/filebab68c3cae6-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
41,"75","turk10-Rotated-Inner-Multiple-rep1","75-10",NA,"12","images/filebab624650d32-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
42,"75","turk10-Rotated-Inner-Single-rep1","75-10",NA,"12","images/filebab624650d32-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
43,"75","turk10-Rotated-Outer-Single-rep1","75-10",NA,"19","images/filebab666456048-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
44,"75","turk10-Rotated-Outer-Multiple-rep1","75-10",NA,"19","images/filebab666456048-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
45,"75","turk10-Control-Inner-Single-rep1","75-10",NA,"12","images/filebab66e3dc688-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
46,"75","turk10-Control-Inner-Multiple-rep1","75-10",NA,"12","images/filebab66e3dc688-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
47,"75","turk10-Control-Outer-Multiple-rep1","75-10",NA,"19","images/filebab619b54343-multiple.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
48,"75","turk10-Control-Outer-Single-rep1","75-10",NA,"19","images/filebab619b54343-single.svg","turk10",4,"data-1-1-12-75-10-12-19.csv"
49,"30","turk10-Standard-Inner-Multiple-rep1","30-2",NA,"9","images/filebab65c28de1a-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
50,"30","turk10-Standard-Inner-Single-rep1","30-2",NA,"9","images/filebab65c28de1a-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
51,"30","turk10-Standard-Outer-Multiple-rep1","30-2",NA,"4","images/filebab67f0dac3a-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
52,"30","turk10-Standard-Outer-Single-rep1","30-2",NA,"4","images/filebab67f0dac3a-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
53,"30","turk10-Rotated-Inner-Multiple-rep1","30-2",NA,"9","images/filebab64b52f0e4-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
54,"30","turk10-Rotated-Inner-Single-rep1","30-2",NA,"9","images/filebab64b52f0e4-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
55,"30","turk10-Rotated-Outer-Single-rep1","30-2",NA,"4","images/filebab632452f5e-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
56,"30","turk10-Rotated-Outer-Multiple-rep1","30-2",NA,"4","images/filebab632452f5e-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
57,"30","turk10-Control-Inner-Single-rep1","30-2",NA,"9","images/filebab65aa65500-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
58,"30","turk10-Control-Inner-Multiple-rep1","30-2",NA,"9","images/filebab65aa65500-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
59,"30","turk10-Control-Outer-Multiple-rep1","30-2",NA,"4","images/filebab65e16a17e-multiple.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
60,"30","turk10-Control-Outer-Single-rep1","30-2",NA,"4","images/filebab65e16a17e-single.svg","turk10",5,"data-1-1-2-30-2-9-4.csv"
61,"50","turk10-Standard-Inner-Multiple-rep1","50-2",NA,"8","images/filebab66dd98855-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
62,"50","turk10-Standard-Inner-Single-rep1","50-2",NA,"8","images/filebab66dd98855-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
63,"50","turk10-Standard-Outer-Multiple-rep1","50-2",NA,"18","images/filebab66485bcca-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
64,"50","turk10-Standard-Outer-Single-rep1","50-2",NA,"18","images/filebab66485bcca-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
65,"50","turk10-Rotated-Inner-Multiple-rep1","50-2",NA,"8","images/filebab61fc48774-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
66,"50","turk10-Rotated-Inner-Single-rep1","50-2",NA,"8","images/filebab61fc48774-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
67,"50","turk10-Rotated-Outer-Single-rep1","50-2",NA,"18","images/filebab61f98e0f7-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
68,"50","turk10-Rotated-Outer-Multiple-rep1","50-2",NA,"18","images/filebab61f98e0f7-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
69,"50","turk10-Control-Inner-Single-rep1","50-2",NA,"8","images/filebab682da555-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
70,"50","turk10-Control-Inner-Multiple-rep1","50-2",NA,"8","images/filebab682da555-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
71,"50","turk10-Control-Outer-Multiple-rep1","50-2",NA,"18","images/filebab66cc173a4-multiple.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
72,"50","turk10-Control-Outer-Single-rep1","50-2",NA,"18","images/filebab66cc173a4-single.svg","turk10",6,"data-1-1-3-50-2-8-18.csv"
73,"75","turk10-Standard-Inner-Multiple-rep1","75-2",NA,"13","images/filebab626165c2f-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
74,"75","turk10-Standard-Inner-Single-rep1","75-2",NA,"13","images/filebab626165c2f-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
75,"75","turk10-Standard-Outer-Multiple-rep1","75-2",NA,"11","images/filebab65fe2532-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
76,"75","turk10-Standard-Outer-Single-rep1","75-2",NA,"11","images/filebab65fe2532-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
77,"75","turk10-Rotated-Inner-Multiple-rep1","75-2",NA,"13","images/filebab6108f4bc4-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
78,"75","turk10-Rotated-Inner-Single-rep1","75-2",NA,"13","images/filebab6108f4bc4-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
79,"75","turk10-Rotated-Outer-Single-rep1","75-2",NA,"11","images/filebab62fb7395a-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
80,"75","turk10-Rotated-Outer-Multiple-rep1","75-2",NA,"11","images/filebab62fb7395a-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
81,"75","turk10-Control-Inner-Single-rep1","75-2",NA,"13","images/filebab6703bf8b0-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
82,"75","turk10-Control-Inner-Multiple-rep1","75-2",NA,"13","images/filebab6703bf8b0-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
83,"75","turk10-Control-Outer-Multiple-rep1","75-2",NA,"11","images/filebab671442460-multiple.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
84,"75","turk10-Control-Outer-Single-rep1","75-2",NA,"11","images/filebab671442460-single.svg","turk10",7,"data-1-1-4-75-2-13-11.csv"
85,"20","turk10-Standard-Inner-Multiple-rep1","20-5",NA,"12","images/filebab62168f908-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
86,"20","turk10-Standard-Inner-Single-rep1","20-5",NA,"12","images/filebab62168f908-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
87,"20","turk10-Standard-Outer-Multiple-rep1","20-5",NA,"5","images/filebab672b58d5a-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
88,"20","turk10-Standard-Outer-Single-rep1","20-5",NA,"5","images/filebab672b58d5a-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
89,"20","turk10-Rotated-Inner-Multiple-rep1","20-5",NA,"12","images/filebab630b054b8-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
90,"20","turk10-Rotated-Inner-Single-rep1","20-5",NA,"12","images/filebab630b054b8-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
91,"20","turk10-Rotated-Outer-Single-rep1","20-5",NA,"5","images/filebab688a1501-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
92,"20","turk10-Rotated-Outer-Multiple-rep1","20-5",NA,"5","images/filebab688a1501-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
93,"20","turk10-Control-Inner-Single-rep1","20-5",NA,"12","images/filebab66d534a8b-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
94,"20","turk10-Control-Inner-Multiple-rep1","20-5",NA,"12","images/filebab66d534a8b-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
95,"20","turk10-Control-Outer-Multiple-rep1","20-5",NA,"5","images/filebab6774323bf-multiple.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
96,"20","turk10-Control-Outer-Single-rep1","20-5",NA,"5","images/filebab6774323bf-single.svg","turk10",8,"data-1-1-5-20-5-12-5.csv"
97,"30","turk10-Standard-Inner-Multiple-rep1","30-5",NA,"12","images/filebab63b941ec0-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
98,"30","turk10-Standard-Inner-Single-rep1","30-5",NA,"12","images/filebab63b941ec0-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
99,"30","turk10-Standard-Outer-Multiple-rep1","30-5",NA,"20","images/filebab6796eedce-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
100,"30","turk10-Standard-Outer-Single-rep1","30-5",NA,"20","images/filebab6796eedce-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
101,"30","turk10-Rotated-Inner-Multiple-rep1","30-5",NA,"12","images/filebab658e00dc4-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
102,"30","turk10-Rotated-Inner-Single-rep1","30-5",NA,"12","images/filebab658e00dc4-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
103,"30","turk10-Rotated-Outer-Single-rep1","30-5",NA,"20","images/filebab65da7ec71-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
104,"30","turk10-Rotated-Outer-Multiple-rep1","30-5",NA,"20","images/filebab65da7ec71-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
105,"30","turk10-Control-Inner-Single-rep1","30-5",NA,"12","images/filebab661beadaa-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
106,"30","turk10-Control-Inner-Multiple-rep1","30-5",NA,"12","images/filebab661beadaa-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
107,"30","turk10-Control-Outer-Multiple-rep1","30-5",NA,"20","images/filebab62d7ba608-multiple.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
108,"30","turk10-Control-Outer-Single-rep1","30-5",NA,"20","images/filebab62d7ba608-single.svg","turk10",9,"data-1-1-6-30-5-12-20.csv"
109,"50","turk10-Standard-Inner-Multiple-rep1","50-5",NA,"8","images/filebab673731d80-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
110,"50","turk10-Standard-Inner-Single-rep1","50-5",NA,"8","images/filebab673731d80-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
111,"50","turk10-Standard-Outer-Multiple-rep1","50-5",NA,"11","images/filebab6a95f9b7-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
112,"50","turk10-Standard-Outer-Single-rep1","50-5",NA,"11","images/filebab6a95f9b7-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
113,"50","turk10-Rotated-Inner-Multiple-rep1","50-5",NA,"8","images/filebab610d16e8c-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
114,"50","turk10-Rotated-Inner-Single-rep1","50-5",NA,"8","images/filebab610d16e8c-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
115,"50","turk10-Rotated-Outer-Single-rep1","50-5",NA,"11","images/filebab625b0b1f4-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
116,"50","turk10-Rotated-Outer-Multiple-rep1","50-5",NA,"11","images/filebab625b0b1f4-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
117,"50","turk10-Control-Inner-Single-rep1","50-5",NA,"8","images/filebab67c3d62ce-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
118,"50","turk10-Control-Inner-Multiple-rep1","50-5",NA,"8","images/filebab67c3d62ce-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
119,"50","turk10-Control-Outer-Multiple-rep1","50-5",NA,"11","images/filebab62222021b-multiple.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
120,"50","turk10-Control-Outer-Single-rep1","50-5",NA,"11","images/filebab62222021b-single.svg","turk10",10,"data-1-1-7-50-5-8-11.csv"
121,"75","turk10-Standard-Inner-Multiple-rep1","75-5",NA,"14","images/filebab6355692e-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
122,"75","turk10-Standard-Inner-Single-rep1","75-5",NA,"14","images/filebab6355692e-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
123,"75","turk10-Standard-Outer-Multiple-rep1","75-5",NA,"15","images/filebab65c6c4cb7-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
124,"75","turk10-Standard-Outer-Single-rep1","75-5",NA,"15","images/filebab65c6c4cb7-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
125,"75","turk10-Rotated-Inner-Multiple-rep1","75-5",NA,"14","images/filebab666b84c1e-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
126,"75","turk10-Rotated-Inner-Single-rep1","75-5",NA,"14","images/filebab666b84c1e-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
127,"75","turk10-Rotated-Outer-Single-rep1","75-5",NA,"15","images/filebab64d8d7a41-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
128,"75","turk10-Rotated-Outer-Multiple-rep1","75-5",NA,"15","images/filebab64d8d7a41-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
129,"75","turk10-Control-Inner-Single-rep1","75-5",NA,"14","images/filebab64a20b1c8-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
130,"75","turk10-Control-Inner-Multiple-rep1","75-5",NA,"14","images/filebab64a20b1c8-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
131,"75","turk10-Control-Outer-Multiple-rep1","75-5",NA,"15","images/filebab62877e77d-multiple.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
132,"75","turk10-Control-Outer-Single-rep1","75-5",NA,"15","images/filebab62877e77d-single.svg","turk10",11,"data-1-1-8-75-5-14-15.csv"
133,"20","turk10-Standard-Inner-Multiple-rep1","20-10",NA,"13","images/filebab6561a34a5-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
134,"20","turk10-Standard-Inner-Single-rep1","20-10",NA,"13","images/filebab6561a34a5-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
135,"20","turk10-Standard-Outer-Multiple-rep1","20-10",NA,"20","images/filebab6527668cc-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
136,"20","turk10-Standard-Outer-Single-rep1","20-10",NA,"20","images/filebab6527668cc-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
137,"20","turk10-Rotated-Inner-Multiple-rep1","20-10",NA,"13","images/filebab657fed44c-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
138,"20","turk10-Rotated-Inner-Single-rep1","20-10",NA,"13","images/filebab657fed44c-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
139,"20","turk10-Rotated-Outer-Single-rep1","20-10",NA,"20","images/filebab61b23f6b6-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
140,"20","turk10-Rotated-Outer-Multiple-rep1","20-10",NA,"20","images/filebab61b23f6b6-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
141,"20","turk10-Control-Inner-Single-rep1","20-10",NA,"13","images/filebab65bda535f-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
142,"20","turk10-Control-Inner-Multiple-rep1","20-10",NA,"13","images/filebab65bda535f-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
143,"20","turk10-Control-Outer-Multiple-rep1","20-10",NA,"20","images/filebab65a97b115-multiple.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
144,"20","turk10-Control-Outer-Single-rep1","20-10",NA,"20","images/filebab65a97b115-single.svg","turk10",12,"data-1-1-9-20-10-13-20.csv"
145,"20","turk10-Standard-Inner-Multiple-rep2","20-2",NA,"9","images/filebab67005fad1-multiple.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
146,"20","turk10-Standard-Inner-Single-rep2","20-2",NA,"9","images/filebab67005fad1-single.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
147,"20","turk10-Standard-Outer-Multiple-rep2","20-2",NA,"5","images/filebab61895e8cc-multiple.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
148,"20","turk10-Standard-Outer-Single-rep2","20-2",NA,"5","images/filebab61895e8cc-single.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
149,"20","turk10-Rotated-Inner-Multiple-rep2","20-2",NA,"9","images/filebab61ceb082a-multiple.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
150,"20","turk10-Rotated-Inner-Single-rep2","20-2",NA,"9","images/filebab61ceb082a-single.svg","turk10",13,"data-1-2-13-20-2-9-5.csv"
